tileId:linkId:nextLink:startNodeId:lon:lat:roadCls:roadKindType:funcCls:isConst:direction:spdCls:laneNumSum:laneNum_s2e:laneNum_e2s:spdLmt_e2s:spdLmt_s2e:compacity:isSpecial:isThrough:isElevate:uFlag:isCrossTile:width:length:startAngle:endAngle:tollType:curvature(curv,offset):slope(slope,offset):line:laneNum:laneType:laneArrow:camera:tollName:spdType spdLmt:lanegroupid
557029158:4388406::1369:120.6394918:31.40051633:8:20:5:1:1:7:2:1:1:30:30:0:0:0:0:1:0:0:5162:280:100:2:::LineString(120.6394918 31.40051633,120.6389607 31.40061423,)::::::::
557029158:4388407::189:120.6389607:31.40061423:8:20:5:1:1:7:2:1:1:30:30:0:0:0:0:1:0:0:4845:279:99:2:::LineString(120.6389607 31.40061423,120.6384605 31.40069604,)::::::::
557029158:4389975:1323406956326,5949086734118,:545:120.6371959:31.40300408:6:2:4:1:2:6:2:2:0:0:40:0:0:1:0:1:0:0:13733:281:101:2:0 0, 0 138, :16 0, 15 11, 22 27, 19 63, 22 81, 21 138, :LineString(120.6371958 31.40300408,120.635789 31.403279,)::::::1 40::
557029158:4389976:9146963750,2324134336294,2732156229414,5287661770534,:1593:120.6357448:31.40316099:6:2:4:1:2:6:2:2:0:0:40:0:0:1:0:1:0:0:14734:101:281:2:0 0, 0 148, :13 0, 11 66, 13 119, 16 127, 12 142, 15 148, :LineString(120.6357448 31.40316099,120.6372522 31.40285387,):2:0,0,:3,1,:::::
557029158:4389978::434:120.6410958:31.39926106:8:20:5:1:1:7:2:1:1:30:30:0:0:0:0:1:0:0:7850:97:277:2:::LineString(120.6410958 31.39926105,120.6419098 31.39914974,)::::::::
557029158:4389979::1453:120.6397292:31.40048951:6:0:5:1:1:6:2:1:1:40:40:0:0:1:0:1:0:0:11637:195:15:2:0 0, 0 117, :8 0, 12 12, 7 31, 14 48, 10 62, 16 73, 13 93, 16 103, 11 117, :LineString(120.6397292 31.40048951,120.6394489 31.39946758,)::::22::::
557029158:4391418::1394:120.6395414:31.39945149:8:0:5:1:1:7:1:1:1:30:30:0:0:1:0:1:0:0:893:280:100:2:::LineString(120.6395414 31.39945149,120.6394489 31.39946758,)::::::::
557029158:4393178:6193899869990,:847:120.640204:31.40226111:6:2:4:1:2:6:2:2:0:0:40:0:0:1:0:1:0:0:6882:101:281:2:0 0, 0 69, :13 0, 16 13, 13 20, 15 69, :LineString(120.6402039 31.40226111,120.640908 31.40212029,)::::::1 40::
557029158:4393182::847:120.640204:31.40226111:6:0:5:1:1:6:3:1:2:40:40:0:0:1:0:1:0:0:2775:194:14:2:0 0, 0 28, :2 0, 11 16, 9 28, :LineString(120.6402039 31.40226111,120.6401382 31.40201702,):2:0,0,:2,5,:2::1 40::
557029158:4393217::770:120.641875:31.4069818:6:0:5:1:1:6:4:2:2:40:40:0:0:1:0:1:0:0:2238:280:100:2:0 0, 0 23, :5 0, 1 10, 5 23, :LineString(120.641875 31.40698179,120.6416456 31.40702471,)::::::3 30::
557029158:4393218::771:120.6416456:31.40702471:6:0:5:1:1:6:4:2:2:40:40:0:0:1:0:1:0:0:856:281:101:2:0 0, 0 9, :5 0, 4 9, :LineString(120.6416456 31.40702471,120.6415571 31.40704214,)::::::::
557029158:4393219::531:120.6436385:31.40668944:6:0:5:1:1:6:2:1:1:40:40:0:0:1:0:1:0:0:1702:280:100:2:0 0, 0 18, :-15 0, -15 18, :LineString(120.6436385 31.40668943,120.6434628 31.40672162,)::::::3 30::
557029158:4396008:9146963750,2324134336294,2732156229414,5287661770534,:545:120.6371959:31.40300408:6:4:5:1:2:6:2:2:0:0:40:0:0:1:0:1:0:0:1745:159:339:2:0 0, 0 18, :7 0, 7 8, 18 18, :LineString(120.6371958 31.40300408,120.6372522 31.40285387,):::::::1544,:
557029158:4396018::1610:120.6351145:31.39694899:6:4:5:1:1:7:2:1:1:30:30:0:0:1:0:1:0:0:1231:189:9:2:0 0, 0 13, :1 0, -1 6, 2 13, :LineString(120.6351145 31.39694899,120.635097 31.39683902,)::::::::
557029158:4396036:7692843456294,7795922671398,8663506065190,8693570836262,:1455:120.6461558:31.40955403:4:4:2:1:2:5:3:3:0:0:60:0:0:1:0:1:0:0:1780:106:286:2:0 0, 0 18, :19 0, 17 8, 20 18, :LineString(120.6461558 31.40955403,120.6463328 31.40950039,):::::::1547,:
