laneID:featureIDs:num:dir:ConstructionType:LaneType:LaneChangeType:lon:lat:LaneWidth:LaneStartWidth:LaneEndWidth:SeqNum:LaneArrowTypes:LBorderTypes:RBorderTypes:NextIDs:PreviousIDs:LaneLslType:
5291956737830:1009874343718,:1:2:1:1,:99:120.6369558:31.40305102:3.359999895:3.359999895:3.359999895:1::4,:1,:6730770781990,:3475185571622,5970561570598,5300546672422,:0:
5296251705126:1009874343718,:1:2:1:1,:99:120.6369558:31.40305102:3.390000105:3.390000105:3.390000105:2::1,:4,:6735065749286,:3479480538918,5970561570598,5300546672422,:0:
5300546672422:557029158,1022759245606,:2:2:1:1,:99:120.6357448:31.40316099:3.319999933:3.319999933:3.319999933:1:0,9,:4,:1,:5296251705126,5931906864934,5936201832230,5291956737830,5730043402022,:6756540585766,:0:
5304841639718:557029158,1022759245606,:2:2:1:1,:99:120.6357448:31.40316099:3.410000086:3.410000086:3.410000086:2:0,:1,:4,:5734338369318,:6760835553062,:0:
5300546672422:557029158,1022759245606,:2:2:1:1,:99:120.6370027:31.40290484:3.319999933:3.319999933:3.319999933:1:0,9,:4,:1,:5296251705126,5931906864934,5936201832230,5291956737830,5730043402022,:6756540585766,:0:
5304841639718:557029158,1022759245606,:2:2:1:1,:99:120.6370027:31.40290484:3.410000086:3.410000086:3.410000086:2:0,:1,:4,:5734338369318,:6760835553062,:0:
5309136607014:1563925124902,:1:2:1:1,:99:120.6404601:31.40221015:3.359999895:3.359999895:3.359999895:1::4,:1,:6872504702758,:3483775506214,5687093729062,:0:
5313431574310:1563925124902,:1:2:1:1,:99:120.6404601:31.40221015:3.269999981:3.269999981:3.279999971:2::1,:4,:6876799670054,:3483775506214,5691388696358,:0:
5317726541606:4851996454,:1:2:1:1,:99:120.641875:31.4069818:5.949999809:4.210000038:7.679999828:1::1,:4,:5330611443494,5326316476198,:6589036861222,:0:
5322021508902:4851996454,:1:2:1:12,:99:120.641875:31.4069818:2.5:2.5:2.5:2::4,:4,:5330611443494,:6593331828518,:0:
5334906410790:9146963750,:1:2:1:1,:99:120.6416456:31.40702471:4.199999809:4.210000038:4.199999809:1::1,:1,:6571856992038,:5352086279974,:0:
5339201378086:9146963750,:1:2:1:1,:99:120.6416456:31.40702471:3.730000019:3.730000019:3.730000019:2::1,:4,:6576151959334,:5356381247270,:0:
5326316476198:2465868257062,:1:2:1:1,:99:120.6417704:31.40700057:4.21999979:4.21999979:4.21999979:1::1,:1,:5343496345382,:5317726541606,:0:
5330611443494:2465868257062,:1:2:1:1,:2:120.6417704:31.40700057:3.450000048:3.460000038:3.450000048:2::1,:4,:5347791312678,:5322021508902,5317726541606,:0:
5343496345382:13441931046,2148040677158,:2:2:1:1,:99:120.6416456:31.40702471:4.21999979:4.21999979:4.21999979:1::1,:1,:5575424579366,:5326316476198,:0:
5347791312678:13441931046,2148040677158,:2:2:1:1,:99:120.6416456:31.40702471:3.450000048:3.450000048:3.450000048:2::1,:4,:5579719546662,:5330611443494,:0:
5343496345382:13441931046,2148040677158,:2:2:1:1,:99:120.6416175:31.40703008:4.21999979:4.21999979:4.21999979:1::1,:1,:5575424579366,:5326316476198,:0:
5347791312678:13441931046,2148040677158,:2:2:1:1,:99:120.6416175:31.40703008:3.450000048:3.450000048:3.450000048:2::1,:4,:5579719546662,:5330611443494,:0:
5352086279974:2302659499814,:1:2:1:1,:99:120.6416228:31.40702873:4.210000038:4.210000038:4.210000038:1::1,:1,:5334906410790,:4995603994406,:0:
5356381247270:2302659499814,:1:2:1:1,:99:120.6416228:31.40702873:3.730000019:3.730000019:3.730000019:2::1,:4,:5339201378086,:4999898961702,:0:
5360676214566:17736898342,:1:2:1:1,:99:120.6436385:31.40668944:3.789999962:3.5:4.090000153:1::1,:4,:6348518692646,6352813659942,:6687821109030,:0:
5364971181862:22031865638,:1:2:1:1,:99:120.6434628:31.40672162:4.019999981:4.019999981:4.019999981:1::4,:4,:6692116076326,:6339928758054,:0:
5369266149158:22031865638,:1:2:1:12,:99:120.6434628:31.40672162:2.5:2.5:2.5:2::4,:4,:6696411043622,:6344223725350,:0:
5373561116454:26326832934,1396421400358,:2:2:1:1,:99:120.6492859:31.41651034:4.889999866:4.889999866:4.889999866:1::10,:4,:6232554575654,6241144510246,6249734444838,6245439477542,6228259608358,6236849542950,6223964641062,:7121612805926,:0:
5377856083750:26326832934,1396421400358,:2:2:1:1,:99:120.6492859:31.41651034:3.349999905:3.349999905:3.349999905:2::4,:4,:6893979539238,:7125907773222,:0:
5382151051046:26326832934,1396421400358,:2:2:1:1,:99:120.6492859:31.41651034:3.339999914:3.339999914:3.339999914:3::4,:4,:6898274506534,6906864441126,6902569473830,:7130202740518,:0:
5386446018342:26326832934,1396421400358,:2:2:1:1,:99:120.6492859:31.41651034:3.799999952:3.799999952:3.799999952:4::4,:4,:8212534499110,8208239531814,8203944564518,8199649597222,:7134497707814,:0:
5373561116454:26326832934,1396421400358,:2:2:1:1,:99:120.6492993:31.41650364:4.889999866:4.889999866:4.889999866:1::10,:4,:6232554575654,6241144510246,6249734444838,6245439477542,6228259608358,6236849542950,6223964641062,:7121612805926,:0:
5377856083750:26326832934,1396421400358,:2:2:1:1,:99:120.6492993:31.41650364:3.349999905:3.349999905:3.349999905:2::4,:4,:6893979539238,:7125907773222,:0:
5382151051046:26326832934,1396421400358,:2:2:1:1,:99:120.6492993:31.41650364:3.339999914:3.339999914:3.339999914:3::4,:4,:6898274506534,6906864441126,6902569473830,:7130202740518,:0:
5386446018342:26326832934,1396421400358,:2:2:1:1,:99:120.6492993:31.41650364:3.799999952:3.799999952:3.799999952:4::4,:4,:8212534499110,8208239531814,8203944564518,8199649597222,:7134497707814,:0:
5390740985638:30621800230,:1:2:1:1,:99:120.6384887:31.4112398:3.50999999:3.50999999:3.50999999:1::4,:1,:5236122162982,:4080775960358,:0:
5395035952934:30621800230,:1:2:1:1,:99:120.6384887:31.4112398:3.599999905:3.599999905:3.599999905:2::1,:1,:5240417130278,:4085070927654,:0:
5399330920230:30621800230,:1:2:1:1,:99:120.6384887:31.4112398:3.50999999:3.5:3.50999999:3::1,:4,:5244712097574,:4089365894950,:0:
5403625887526:889615259430,1091478722342,:2:2:1:1,:99:120.6553611:31.39924765:3.359999895:3.359999895:3.359999895:1:0,9,:4,:1,:5412215822118,5416510789414,7052893329190,:3204602631974,5601194383142,:0:
