meta.store_time,meta.seq_idx,meta.phys_time,msg.header.timestamp,msg.header.err_code,msg.header.cntr,msg.header.chks,msg.OSM2_Bus_INSinf.INSAx,msg.OSM2_Bus_INSinf.INSAy,msg.OSM2_Bus_INSinf.INSAz,msg.OSM2_Bus_INSinf.INSCalStatus.data,msg.OSM2_Bus_INSinf.INSEastSpd,msg.OSM2_Bus_INSinf.INSEastSpdStd,msg.OSM2_Bus_INSinf.INSGroundSpdStd,msg.OSM2_Bus_INSinf.INSGx,msg.OSM2_Bus_INSinf.INSGy,msg.OSM2_Bus_INSinf.INSGz,msg.OSM2_Bus_INSinf.INSHeadingAngle,msg.OSM2_Bus_INSinf.INSHeadingAngleStd,msg.OSM2_Bus_INSinf.INSLatitude,msg.OSM2_Bus_INSinf.INSLocatHeight,msg.OSM2_Bus_INSinf.INSLongitude,msg.OSM2_Bus_INSinf.INSNavStatus,msg.OSM2_Bus_INSinf.INSNorthSpd,msg.OSM2_Bus_INSinf.INSNorthSpdStd,msg.OSM2_Bus_INSinf.INSPitchAngle,msg.OSM2_Bus_INSinf.INSPitchAngleStd,msg.OSM2_Bus_INSinf.INSRollAngle,msg.OSM2_Bus_INSinf.INSRollAngleStd,msg.OSM2_Bus_INSinf.INSStdLat,msg.OSM2_Bus_INSinf.INSStdLocatHeight,msg.OSM2_Bus_INSinf.INSStdLon,msg.OSM2_Bus_INSinf.INSTimestamp,msg.OSM2_Bus_INSinf.INSToGroundSpd,msg.OSM2_Bus_INSinf.INS_DR_ValidSta,msg.OSM2_Bus_INSinf.INS_PreciousLvl,msg.OSM2_Bus_INSinf.INSinfChks,msg.OSM2_Bus_INSinf.INSinfCntr,msg.OSM2_Bus_INSinf.INSinfReserve,msg.OSM2_Bus_LOCSts.GNSSDatFr.data,msg.OSM2_Bus_LOCSts.GNSSDatLose.data,msg.OSM2_Bus_LOCSts.GNSSDatatt.data,msg.OSM2_Bus_LOCSts.GNSSTimestampHi,msg.OSM2_Bus_LOCSts.GNSSTimestampLo,msg.OSM2_Bus_LOCSts.IMUDatSts.data,msg.OSM2_Bus_LOCSts.IMUDatStsfr.data,msg.OSM2_Bus_LOCSts.INSSysStatus,msg.OSM2_Bus_LOCSts.LOCStsChks,msg.OSM2_Bus_LOCSts.LOCStsCntr,msg.OSM2_Bus_LOCSts.Reserve1LOCSts,msg.OSM2_Bus_LOCSts.Reserve2LOCSts,msg.OSM2_Bus_LOCSts.VehicleDatatt.data,msg.OSM2_Bus_LOCSts.VehicleDatlose.data,msg.OSM2_Bus_LOCSts.VehicleSpedfr.data,msg.OSM2_Bus_LOCSts.Vehicleerr.data,Latitude,Longitude
1735785929649581,240795,2479019,2481048879997,0,240795,0,-1.610001,0.279999,9.759998,1,1.945091,0.064,0.063,0.01,-0.003,-0.000999,13.304291,0.192,2114396042,12.199036,3006552376,2,8.179718,0.064,-0.032715,0.13,1.285614,0.19,0.102,0.115,0.137,2481038176,-0.001892,1,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.437520873061843,120.6594777298325
1735785929667653,240796,2479034,2481064621809,0,240796,0,-1.580002,0.200001,9.669998,1,1.938988,0.065,0.064,0.011001,-0.003,-0.002,13.304291,0.192,2114396049,12.199036,3006552378,2,8.164459,0.066,-0.032715,0.13,1.2966,0.19,0.102,0.115,0.137,2481048176,-0.001892,1,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.437521573582526,120.65947793027706
1735785929672632,240797,2479038,2481068169905,0,240797,0,-1.610001,0.18,9.629997,1,1.935936,0.066,0.065,0.016001,-0.003,-0.000999,13.304291,0.192,2114396057,12.199036,3006552380,2,8.1492,0.067,-0.032715,0.13,1.307587,0.19,0.102,0.115,0.137,2481058176,0.00116,1,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.43752237412603,120.65947813072981
1735785929683181,240798,2479051,2481081662471,0,240798,0,-1.610001,0.139999,9.59,1,1.932884,0.067,0.067,0.011001,-0.002,-0.000999,13.304291,0.192,2114396064,12.199036,3006552382,2,8.133942,0.069,-0.032715,0.13,1.307587,0.19,0.102,0.115,0.137,2481068176,0.00116,1,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.43752307464674,120.65947833117431
1735785929685173,240799,2479058,2481088503966,0,240799,0,-1.639999,0.059998,9.77,1,1.929832,0.068,0.067,0.011001,-0.003,0.0,13.304291,0.193,2114396071,12.199036,3006552384,2,8.115631,0.07,-0.021729,0.13,1.318573,0.19,0.102,0.115,0.137,2481078181,0.004211,1,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.437523775167424,120.6594785316188
1735785929701741,240800,2479068,2481097797751,0,240800,0,-1.670002,0.200001,9.829998,1,1.926781,0.069,0.068,0.006001,-0.002,-0.000999,13.304291,0.193,2114396079,12.199036,3006552386,2,8.100372,0.071,-0.021729,0.13,1.318573,0.19,0.102,0.115,0.137,2481088181,0.00116,1,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.437524575710928,120.65947873207156
1735785929706893,240801,2479081,2481110816523,0,240801,0,-1.560001,0.239998,9.689999,1,1.926781,0.07,0.069,0.007,-0.002,0.001,13.304291,0.193,2114396086,12.199036,3006552388,2,8.085114,0.073,-0.021729,0.13,1.329559,0.19,0.102,0.115,0.138,2481098181,0.00116,1,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.43752527623161,120.65947893251612
1735785929721634,240802,2479088,2481117707859,0,240802,0,-1.549999,0.139999,9.879997,1,1.923729,0.071,0.07,0.008,-0.002,0.0,13.304291,0.193,2114396093,12.199036,3006552390,2,8.069855,0.074,-0.021729,0.13,1.329559,0.19,0.102,0.115,0.138,2481108181,0.004211,1,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.437525976752323,120.65947913296061
1735785929737042,240803,2479103,2481132881320,0,240803,0,-1.59,0.290001,9.639999,1,1.917625,0.072,0.071,0.007,-0.003,-0.000999,13.304291,0.193,2114396100,12.199036,3006552392,2,8.054596,0.075,-0.021729,0.13,1.340546,0.19,0.102,0.115,0.138,2481118181,0.004211,1,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.437526677273002,120.65947933340512
1735785929746131,240804,2479107,2481137091080,0,240804,0,-1.580002,0.25,9.629997,1,1.914574,0.073,0.072,0.005,-0.000999,0.0,13.304291,0.193,2114396108,12.199036,3006552394,2,8.039337,0.076,-0.021729,0.131,1.340546,0.19,0.102,0.115,0.138,2481128197,0.00116,1,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.437527477816506,120.65947953385788
1735785929749127,240805,2479118,2481148135009,0,240805,0,-1.620003,0.309998,9.66,1,1.914574,0.073,0.072,0.003,0.0,0.001,13.304291,0.193,2114396115,12.199036,3006552396,2,8.024078,0.078,-0.021729,0.131,1.340546,0.19,0.102,0.116,0.138,2481138197,0.00116,1,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.43752817833719,120.65947973430238
1735785929771750,240806,2479129,2481159580379,0,240806,0,-1.530003,0.239998,9.549999,1,1.90847,0.074,0.073,0.003,0.003,0.001,13.304291,0.193,2114396122,12.199036,3006552398,2,8.00882,0.079,-0.021729,0.131,1.340546,0.191,0.102,0.116,0.138,2481148197,0.00116,1,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.4375288788579,120.65947993474694
1735785929780307,240807,2479140,2481169847471,0,240807,0,-1.639999,0.219997,9.779999,1,1.905418,0.075,0.074,0.0,0.003,0.001,13.304291,0.193,2114396129,12.199036,3006552400,2,7.993561,0.08,-0.021729,0.131,1.340546,0.191,0.103,0.116,0.138,2481158197,0.00116,1,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.43752957937858,120.65948013519144
1735785929783809,240808,2479156,2481185916274,0,240808,0,-1.490002,0.23,9.629997,1,1.899315,0.075,0.074,0.001,0.003,0.0,13.304291,0.193,2114396137,12.199036,3006552402,2,7.978302,0.081,-0.021729,0.131,1.340546,0.191,0.103,0.116,0.139,2481168197,0.00116,1,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.437530379922084,120.6594803356442
1735785929798899,240809,2479159,2481189434655,0,240809,0,-1.549999,0.27,9.610001,1,1.896263,0.076,0.075,-0.000999,0.003,0.001,13.304291,0.193,2114396144,12.199036,3006552404,2,7.963043,0.082,-0.021729,0.131,1.340546,0.191,0.103,0.116,0.139,2481178179,0.004211,1,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.437531080442763,120.65948053608871
1735785929802688,240810,2479169,2481198801982,0,240810,0,-1.459999,0.25,9.5,1,1.89016,0.077,0.076,0.0,0.002001,-0.000999,13.304291,0.193,2114396151,12.199036,3006552406,2,7.947784,0.084,-0.032715,0.131,1.340546,0.191,0.103,0.116,0.139,2481188179,0.007263,1,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.437531780963475,120.65948073653327
1735785929815813,240811,2479180,2481210502477,0,240811,0,-1.459999,0.219997,9.579998,1,1.887108,0.077,0.076,0.004001,0.002001,0.001,13.304291,0.193,2114396158,12.198059,3006552408,2,7.935577,0.085,-0.032715,0.131,1.340546,0.191,0.103,0.116,0.139,2481198179,0.010315,1,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.43753248148416,120.65948093697777
1735785929829879,240812,2479190,2481220152299,0,240812,0,-1.549999,0.219997,9.629997,1,1.884056,0.078,0.077,0.004001,0.004001,0.0,13.304291,0.193,2114396165,12.198059,3006552410,2,7.920319,0.086,-0.032715,0.131,1.351532,0.191,0.103,0.117,0.139,2481208179,0.010315,1,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.43753318200487,120.65948113742229
1735785929835878,240813,2479203,2481233484551,0,240813,0,-1.540001,0.279999,9.48,1,1.877953,0.078,0.077,0.005,0.001,-0.000999,13.304291,0.193,2114396172,12.198059,3006552412,2,7.90506,0.087,-0.032715,0.131,1.351532,0.191,0.103,0.117,0.139,2481218179,0.016418,1,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.43753388252555,120.6594813378668
1735785929835878,240814,2479209,2481239251102,0,240814,0,-1.630001,0.279999,9.619999,1,1.871849,0.079,0.078,0.01,0.002001,-0.002,13.304291,0.193,2114396180,12.198059,3006552414,2,7.889801,0.088,-0.032715,0.131,1.351532,0.191,0.104,0.117,0.14,2481228187,0.016418,1,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.43753468306905,120.65948153831955
1735785929847052,240815,2479218,2481248016110,0,240815,0,-1.610001,0.43,9.689999,1,1.868797,0.08,0.078,0.008,0.001,0.0,13.304291,0.193,2114396187,12.198059,3006552416,2,7.874542,0.089,-0.032715,0.131,1.362518,0.191,0.104,0.117,0.14,2481238187,0.01947,1,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.437535383589733,120.65948173876413
1735785929870940,240816,2479229,2481259622867,0,240816,0,-1.530003,0.129997,9.950001,1,1.862694,0.08,0.079,0.007,0.0,-0.002,13.304291,0.193,2114396194,12.198059,3006552418,2,7.859291,0.09,-0.032715,0.131,1.362518,0.191,0.104,0.117,0.14,2481248187,0.01947,1,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.43753608411044,120.65948193920863
1735785929870940,240817,2479238,2481268630138,0,240817,0,-1.52,0.23,9.829998,1,1.862694,0.08,0.079,0.005,0.002001,0.001,13.304291,0.193,2114396201,12.198059,3006552420,2,7.844032,0.091,-0.032715,0.131,1.362518,0.191,0.104,0.117,0.14,2481258187,0.016418,1,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.437536784631124,120.65948213965315
1735785929882053,240818,2479253,2481282969550,0,240818,0,-1.470001,0.099998,9.639999,1,1.859642,0.081,0.079,0.009001,0.002001,0.0,13.304291,0.193,2114396208,12.200073,3006552422,2,7.828773,0.092,-0.032715,0.131,1.373505,0.191,0.101,0.112,0.134,2481268187,0.016418,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.437537485151832,120.65948234009765
1735785929883755,240819,2479259,2481288951353,0,240819,0,-1.670002,0.059998,9.919998,1,1.85659,0.081,0.079,0.008,0.002001,0.0,13.304291,0.193,2114396214,12.203064,3006552423,2,7.813515,0.093,-0.032715,0.131,1.373505,0.191,0.101,0.112,0.134,2481278186,0.016418,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.43753808546916,120.65948244034057
1735785929901407,240820,2479268,2481297831707,0,240820,0,-1.630001,0.239998,10.0,1,1.853539,0.082,0.08,0.009001,0.002001,0.0,13.304291,0.193,2114396221,12.203064,3006552425,2,7.798256,0.094,-0.032715,0.131,1.384491,0.191,0.101,0.112,0.135,2481288186,0.013367,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.43753878598984,120.65948264078509
1735785929907353,240821,2479281,2481311352122,0,240821,0,-1.560001,0.149998,10.02,1,1.847435,0.082,0.08,0.006001,0.005,-0.002,13.304291,0.193,2114396228,12.203064,3006552427,2,7.782997,0.095,-0.043701,0.131,1.384491,0.191,0.101,0.113,0.135,2481298186,0.007263,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.437539486510552,120.6594828412296
1735785929929578,240822,2479288,2481318604292,0,240822,0,-1.5,0.18,10.029999,1,1.847435,0.083,0.081,0.004001,0.001,-0.000999,13.304291,0.193,2114396235,12.203064,3006552429,2,7.767738,0.096,-0.043701,0.131,1.384491,0.191,0.101,0.113,0.135,2481308186,0.010315,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.43754018703123,120.65948304167411
1735785929929578,240823,2479304,2481333894501,0,240823,0,-1.43,0.32,9.889999,1,1.844383,0.083,0.081,0.001,0.002001,0.0,13.304291,0.193,2114396242,12.203064,3006552431,2,7.75248,0.097,-0.043701,0.131,1.384491,0.191,0.102,0.113,0.135,2481318186,0.007263,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.43754088755194,120.65948324211868
1735785929929578,240824,2479308,2481337895172,0,240824,0,-1.59,0.27,9.899998,1,1.841331,0.083,0.082,0.004001,0.002001,0.0,13.304291,0.193,2114396249,12.203064,3006552433,2,7.737221,0.098,-0.043701,0.131,1.395477,0.191,0.102,0.113,0.135,2481328180,0.004211,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.437541588072623,120.6594834425632
1735785929945319,240825,2479318,2481348032741,0,240825,0,-1.510002,0.23,9.809998,1,1.835228,0.084,0.082,0.005,0.002001,0.0,13.304291,0.193,2114396256,12.202026,3006552435,2,7.725014,0.099,-0.043701,0.131,1.395477,0.191,0.102,0.113,0.135,2481338180,0.004211,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.43754228859333,120.65948364300772
1735785929962179,240826,2479333,2481363612569,0,240826,0,-1.59,0.18,9.84,1,1.832176,0.084,0.082,0.008,0.002001,-0.000999,13.304291,0.193,2114396263,12.202026,3006552437,2,7.709755,0.1,-0.043701,0.132,1.395477,0.191,0.102,0.113,0.136,2481348180,0.004211,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.43754298911401,120.65948384345224
1735785929965012,240827,2479338,2481368603935,0,240827,0,-1.600002,0.259998,9.869999,1,1.829124,0.084,0.083,0.006001,0.004001,0.001,13.304291,0.193,2114396270,12.202026,3006552439,2,7.691444,0.101,-0.043701,0.132,1.406464,0.191,0.103,0.113,0.136,2481358180,0.00116,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.43754368963472,120.65948404389675
1735785929981863,240828,2479348,2481377792661,0,240828,0,-1.670002,0.149998,10.049999,1,1.826073,0.085,0.083,0.008,0.001,0.001,13.304291,0.193,2114396277,12.202026,3006552441,2,7.676186,0.102,-0.043701,0.132,1.406464,0.191,0.103,0.114,0.136,2481368180,0.004211,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.437544390155402,120.65948424434133
1735785929998781,240829,2479358,2481388645661,0,240829,0,-1.709999,0.139999,10.119999,1,1.823021,0.085,0.083,0.008,0.002001,0.001,13.304291,0.193,2114396284,12.205078,3006552443,2,7.657875,0.102,-0.043701,0.131,1.406464,0.191,0.1,0.109,0.131,2481378187,-0.001892,0,2,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.43754509067611,120.65948444478585
1735785930002596,240830,2479368,2481398646756,0,240830,0,-1.580002,0.200001,9.98,1,1.819969,0.086,0.084,0.007,0.001,0.0,13.304291,0.193,2114396290,12.205078,3006552445,2,7.642616,0.103,-0.043701,0.131,1.41745,0.191,0.1,0.109,0.131,2481388187,-0.001892,0,2,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.437545691174,120.65948464522211
1735785930011560,240831,2479380,2481410056646,0,240831,0,-1.580002,0.09,9.869999,1,1.816917,0.086,0.084,0.006001,0.001,0.001,13.304291,0.193,2114396297,12.205078,3006552447,2,7.627357,0.104,-0.043701,0.131,1.41745,0.191,0.1,0.109,0.131,2481398187,-0.001892,0,2,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.43754639169468,120.65948484566663
1735785930026312,240832,2479388,2481418459876,0,240832,0,-1.670002,0.27,9.689999,1,1.813866,0.087,0.084,0.002001,0.002001,0.001,13.304291,0.193,2114396304,12.205078,3006552448,2,7.609047,0.105,-0.043701,0.131,1.41745,0.191,0.101,0.109,0.131,2481408187,-0.004944,0,2,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.437547092034823,120.65948494591781
1735785930042602,240833,2479404,2481434069359,0,240833,0,-1.73,0.259998,9.700001,1,1.810822,0.087,0.085,0.003,0.003,0.002001,13.304291,0.193,2114396311,12.205078,3006552450,2,7.593788,0.106,-0.043701,0.132,1.41745,0.191,0.101,0.11,0.132,2481418187,-0.004944,0,2,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.437547792555502,120.65948514636233
1735785930042602,240834,2479407,2481437435599,0,240834,0,-1.73,0.259998,9.700001,1,1.804718,0.087,0.085,0.003,0.003,0.002001,13.304291,0.193,2114396318,12.205078,3006552452,2,7.575478,0.107,-0.043701,0.132,1.41745,0.191,0.101,0.11,0.132,2481428208,-0.001892,0,2,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.43754849307621,120.65948534680685
1735785930047046,240835,2479420,2481450532599,0,240835,0,-1.700001,0.219997,9.939999,1,1.804718,0.087,0.085,0.003,0.001,0.003,13.304291,0.193,2114396324,12.205078,3006552454,2,7.560219,0.108,-0.043701,0.132,1.41745,0.191,0.101,0.11,0.132,2481438208,-0.001892,0,2,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.437549093574102,120.65948554724318
1735785930062518,240836,2479430,2481460229384,0,240836,0,-1.690002,0.139999,10.009998,1,1.792511,0.088,0.086,0.001,0.002001,-0.000999,13.304291,0.193,2114396331,12.205078,3006552456,2,7.54496,0.109,-0.054688,0.132,1.41745,0.191,0.102,0.11,0.132,2481448208,-0.004944,0,2,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.43754979409478,120.6594857476877
1735785930070995,240837,2479439,2481469070599,0,240837,0,-1.670002,0.279999,9.969997,1,1.789459,0.088,0.086,0.002001,0.0,0.0,13.304291,0.193,2114396338,12.205078,3006552458,2,7.529701,0.11,-0.043701,0.132,1.41745,0.191,0.102,0.11,0.132,2481458208,-0.004944,0,2,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.43755049461549,120.65948594813223
1735785930081919,240838,2479451,2481480896679,0,240838,0,-1.700001,0.239998,9.82,1,1.786407,0.089,0.086,0.001,0.0,0.0,13.304291,0.194,2114396345,12.205078,3006552460,2,7.511391,0.11,-0.043701,0.132,1.41745,0.191,0.102,0.11,0.133,2481468208,-0.004944,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.43755119513617,120.65948614857675
1735785930083844,240839,2479458,2481488397181,0,240839,0,-1.73,0.23,9.829998,1,1.780304,0.088,0.086,0.0,0.0,0.0,13.304291,0.193,2114396351,12.207031,3006552462,2,7.49308,0.111,-0.043701,0.131,1.41745,0.191,0.098,0.105,0.126,2481478182,-0.004944,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.43755179563409,120.65948634901302
1735785930096167,240840,2479468,2481497974649,0,240840,0,-1.620003,0.259998,9.739998,1,1.7742,0.089,0.086,0.004001,0.0,-0.000999,13.304291,0.193,2114396357,12.207031,3006552463,2,7.47477,0.112,-0.043701,0.131,1.428436,0.191,0.099,0.105,0.126,2481488182,-0.004944,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.43755239595141,120.65948644925594
1735785930112341,240841,2479480,2481510094550,0,240841,0,-1.740002,0.219997,9.68,1,1.771149,0.089,0.086,0.006001,0.0,-0.000999,13.304291,0.193,2114396364,12.207031,3006552465,2,7.459511,0.112,-0.043701,0.131,1.428436,0.191,0.099,0.105,0.126,2481498182,-0.001892,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.43755309647209,120.65948664970047
1735785930112341,240842,2479488,2481518556012,0,240842,0,-1.670002,0.23,9.59,1,1.765045,0.089,0.086,0.008,0.0,-0.003,13.304291,0.193,2114396371,12.207031,3006552467,2,7.44426,0.113,-0.043701,0.132,1.428436,0.191,0.099,0.105,0.127,2481508182,-0.001892,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.4375537969928,120.659486850145
1735785930112341,240843,2479498,2481528434769,0,240843,0,-1.740002,0.360001,9.629997,1,1.761993,0.089,0.086,0.01,0.001,-0.002,13.304291,0.193,2114396377,12.207031,3006552469,2,7.425949,0.114,-0.043701,0.132,1.439423,0.191,0.1,0.105,0.127,2481518182,-0.001892,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.43755439749069,120.65948705058133
1735785930139984,240844,2479507,2481537426126,0,240844,0,-1.639999,0.259998,9.689999,1,1.75589,0.089,0.087,0.004001,0.001,-0.003,13.304291,0.193,2114396384,12.207031,3006552471,2,7.41069,0.115,-0.043701,0.132,1.439423,0.191,0.1,0.106,0.127,2481528196,0.00116,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.43755509801137,120.65948725102585
1735785930151302,240845,2479518,2481547908212,0,240845,0,-1.549999,0.129997,9.700001,1,1.75589,0.089,0.086,0.005,-0.002,-0.000999,13.304291,0.193,2114396391,12.207031,3006552473,2,7.395432,0.116,-0.043701,0.132,1.439423,0.191,0.101,0.106,0.127,2481538196,0.004211,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.437555798532074,120.65948745147038
1735785930159274,240846,2479530,2481559991916,0,240846,0,-1.66,0.139999,9.709999,1,1.752838,0.09,0.087,0.006001,-0.000999,-0.000999,13.304291,0.193,2114396398,12.207031,3006552475,2,7.380173,0.116,-0.043701,0.132,1.439423,0.191,0.101,0.106,0.128,2481548196,0.004211,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.437556499052754,120.65948765191492
1735785930172791,240847,2479538,2481568222916,0,240847,0,-1.760002,0.209999,9.549999,1,1.746735,0.09,0.087,0.002001,-0.004,-0.002,13.304291,0.193,2114396404,12.207031,3006552476,2,7.364914,0.117,-0.043701,0.132,1.450409,0.191,0.102,0.106,0.128,2481558196,0.010315,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.437557099370103,120.65948775215784
1735785930181958,240848,2479553,2481583229975,0,240848,0,-1.82,0.16,9.66,1,1.743683,0.09,0.087,0.006001,-0.005,-0.002,13.304291,0.193,2114396411,12.207031,3006552478,2,7.346603,0.118,-0.043701,0.132,1.450409,0.191,0.102,0.106,0.128,2481568196,0.013367,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.437557799890783,120.65948795260238
1735785930195970,240849,2479561,2481591448304,0,240849,0,-1.630001,0.25,9.68,1,1.740631,0.09,0.087,0.006001,-0.005,0.0,13.315277,0.193,2114396417,12.209045,3006552480,2,7.325241,0.118,-0.043701,0.131,1.450409,0.191,0.098,0.101,0.122,2481578193,0.013367,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.437558400388674,120.65948815303865
1735785930212792,240850,2479568,2481598467812,0,240850,0,-1.549999,0.110001,9.549999,1,1.737579,0.09,0.087,0.005,-0.005,0.0,13.315277,0.193,2114396423,12.209045,3006552482,2,7.309982,0.119,-0.032715,0.132,1.450409,0.191,0.098,0.101,0.122,2481588193,0.016418,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.437559000886594,120.65948835347493
1735785930212792,240851,2479583,2481612866692,0,240851,0,-1.650002,0.239998,9.639999,1,1.731476,0.09,0.087,0.004001,-0.005,-0.002,13.315277,0.193,2114396430,12.209045,3006552484,2,7.294724,0.12,-0.032715,0.132,1.461395,0.191,0.099,0.102,0.123,2481598193,0.016418,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.43755970140727,120.65948855391952
1735785930221840,240852,2479590,2481619984575,0,240852,0,-1.700001,0.309998,9.73,1,1.731476,0.09,0.087,0.002001,-0.006,0.0,13.315277,0.193,2114396436,12.209045,3006552486,2,7.276413,0.12,-0.032715,0.132,1.461395,0.191,0.099,0.102,0.123,2481608193,0.01947,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.43756030190516,120.65948875435579
1735785930232277,240853,2479607,2481637381686,0,240853,0,-1.510002,0.290001,9.789997,1,1.722321,0.091,0.088,0.004001,-0.005,-0.002,13.315277,0.193,2114396449,12.208069,3006552489,2,7.245895,0.122,-0.021729,0.132,1.461395,0.191,0.1,0.102,0.123,2481628185,0.016418,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.437561602743187,120.65948905504327
1735785930232277,240854,2479608,2481638286935,32,240854,0,-1.510002,0.290001,9.789997,1,1.722321,0.091,0.088,0.004001,-0.005,-0.002,13.315277,0.193,2114396449,12.208069,3006552489,2,7.245895,0.122,-0.021729,0.132,1.461395,0.191,0.1,0.102,0.123,2481628185,0.016418,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.437561602743187,120.65948905504327
1735785930246572,240855,2479619,2481648894578,0,240855,0,-1.639999,0.209999,9.709999,1,1.719269,0.09,0.087,0.005,-0.009,0.0,13.315277,0.193,2114396456,12.208069,3006552491,2,7.230637,0.123,-0.021729,0.132,1.461395,0.191,0.101,0.102,0.123,2481638185,0.022522,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.437562303263867,120.6594892554878
