LON, LAT
120.684329141, 31.3991586305
120.68432101, 31.3991624862
120.684312964, 31.3991662581
120.684305672, 31.3991696946
120.684298128, 31.399173215
120.684290249, 31.3991769031
120.684282621, 31.3991805073
120.68427491, 31.3991840277
120.684267199, 31.3991875481
120.684257224, 31.399192242
120.684250686, 31.3991951756
120.684240796, 31.3991997857
120.684232749, 31.3992034737
120.684225289, 31.3992069941
120.68421741, 31.3992106821
120.684209028, 31.3992145378
120.684200982, 31.3992183097
120.684193103, 31.3992219977
120.684183799, 31.3992262725
120.684177764, 31.3992291223
120.68416846, 31.3992333971
120.684160748, 31.3992369175
120.684152953, 31.3992405217
120.684145242, 31.3992440421
120.684137447, 31.3992476463
120.684129568, 31.3992512506
120.684121689, 31.3992547709
120.684111295, 31.3992595486
120.684103081, 31.3992632367
120.684095537, 31.3992666733
120.684087826, 31.3992701098
120.684079528, 31.3992738817
120.684071397, 31.3992775697
120.684063686, 31.3992810901
120.684054131, 31.3992853649
120.684045497, 31.3992892206
120.684037451, 31.3992929086
120.684029991, 31.3992961776
120.684022279, 31.3992996141
120.684013981, 31.399303386
120.684005935, 31.3993069064
120.683997888, 31.3993105106
120.68398959, 31.3993141986
120.68398146, 31.3993178867
120.683971569, 31.3993223291
120.683963522, 31.3993258495
120.683957152, 31.3993286993
120.683947597, 31.3993329741
120.683939634, 31.3993364945
120.683932006, 31.3993398473
120.683924463, 31.3993432
120.683916416, 31.3993468042
120.683906609, 31.3993511628
120.683900239, 31.3993539289
120.6838906, 31.3993582036
120.683884146, 31.3993610535
120.68387459, 31.3993653283
120.683866208, 31.3993689325
120.683858078, 31.3993725367
120.683849612, 31.3993762247
120.683841063, 31.3993799128
120.683832932, 31.399383517
120.683822874, 31.3993878756
120.683815079, 31.3993913122
120.68380896, 31.3993939105
120.683799824, 31.3993979339
120.683792112, 31.3994012866
120.683784401, 31.3994046394
120.683776774, 31.3994079921
120.683768559, 31.3994115125
120.683758669, 31.3994157873
120.683750203, 31.3994193915
120.68374157, 31.3994231634
120.683733271, 31.3994267676
120.683723548, 31.3994309586
120.683715837, 31.3994343113
120.683708126, 31.3994376641
120.683699828, 31.3994412683
120.683691697, 31.3994447887
120.683683399, 31.3994483929
120.683675352, 31.3994518295
120.683667557, 31.3994551823
120.683659678, 31.3994586188
120.683651548, 31.3994621392
120.68364325, 31.3994656596
120.683633275, 31.3994699344
120.683624893, 31.3994734548
120.683617853, 31.3994764723
120.683607459, 31.3994809147
120.683599245, 31.3994844351
120.683592707, 31.3994872011
120.683582062, 31.3994917274
120.683575608, 31.3994944934
120.683565885, 31.3994986005
120.683557838, 31.3995020371
120.683550043, 31.3995053899
120.683541996, 31.3995088264
