LON, LAT
120.688022059, 31.396446619
120.688020957, 31.3964481174
120.688019855, 31.3964496157
120.688018753, 31.3964511141
120.688017651, 31.3964526125
120.688016549, 31.3964541109
120.688015447, 31.3964555092
120.688014344, 31.3964570076
120.688013242, 31.3964585059
120.68801214, 31.3964600043
120.688011038, 31.3964615027
120.688009836, 31.3964629009
120.688008734, 31.3964643992
120.688007632, 31.3964658976
120.688006529, 31.396467396
120.688005427, 31.3964688943
120.688004325, 31.3964703927
120.688003223, 31.3964717911
120.688002121, 31.3964732894
120.688000919, 31.3964747876
120.687999816, 31.396476286
120.687998714, 31.3964776843
120.687997612, 31.3964791827
120.68799651, 31.3964806811
120.687995408, 31.3964821794
120.687994206, 31.3964836776
120.687993104, 31.396485076
120.687992001, 31.3964865744
120.687990899, 31.3964880727
120.687989797, 31.3964895711
120.687988595, 31.3964909693
120.687987493, 31.3964924676
120.687986391, 31.396493966
120.687985289, 31.3964954644
120.687984086, 31.3964968625
120.687982984, 31.3964983609
120.687981882, 31.3964998593
120.68798078, 31.3965013576
120.687979578, 31.3965027558
120.687978475, 31.3965042542
120.687977373, 31.3965057525
120.687976271, 31.3965072509
120.687975069, 31.3965086491
120.687973967, 31.3965101474
120.687972865, 31.3965116458
120.687971662, 31.396513144
120.68797056, 31.3965145423
120.687969458, 31.3965160407
120.687968256, 31.3965175389
120.687967154, 31.3965189373
120.687966052, 31.3965204356
120.687964849, 31.3965219338
120.687963747, 31.3965233322
120.687962645, 31.3965248305
120.687961443, 31.3965263287
120.687960341, 31.3965278271
120.687959238, 31.3965292254
120.687958036, 31.3965307236
120.687956934, 31.396532222
120.687955732, 31.3965336201
120.68795463, 31.3965351185
120.687953427, 31.3965366167
120.687952325, 31.396538015
120.687951223, 31.3965395134
120.687950021, 31.3965410116
120.687948919, 31.3965424099
120.687947716, 31.3965439081
120.687946614, 31.3965453065
120.687945412, 31.3965468047
120.68794431, 31.396548303
120.687943207, 31.3965497014
120.687942005, 31.3965511996
120.687940903, 31.3965526979
